ticker|R1|R3|R5|R10
ONEK|-3.46|-2.56|-3.20|
LGLV|-3.46|-1.61|-2.10|
TWOK|-3.46|-2.72|-2.79|
SMLV|-3.46|-3.08|-3.14|
THRK|-3.46|-3.01|-3.17|
RSCO|-3.46|-1.88|-1.97|
MMTM|-3.46|-2.53|-3.01|
VLU|-3.46|-3.99|-3.81|
MDYG|-3.46|-2.55|-2.57|
MDYV|-3.46|-1.46|-1.66|
SPYG|-3.46|-3.12|-2.96|
SPYV|-3.46|-3.74|-4.00|
SLY|-3.46|-3.60|-3.86|
SLYG|-3.46|-4.20|-4.12|
SLYV|-3.46|-3.76|-3.62|
XAR|-4.00|-0.28|-0.11|
KBE|-4.00|-3.80|-3.82|
XBI|-4.00|15.37|15.10|
KCE|-4.00|-5.63|-5.56|
SDY|-3.46|-3.00|-2.96|
XHE|-4.00|1.46|1.33|
XHS|-4.00|0.59|0.56|
XHB|-4.00|-5.20|-5.05|
KIE|-4.00|-6.74|-6.71|
XME|-4.00|-5.20|-5.19|
KME|-4.00|-4.71|-5.25|
XES|-4.00|-7.09|-6.98|
XOP|-4.00|-4.06|-4.06|
XPH|-4.00|4.01|4.08|
KRE|-4.00|-5.81|-5.53|
XRT|-4.00|-9.36|-9.41|
XSD|-4.00|-0.64|-0.72|
XSW|-4.00|-1.48|-1.63|
XTL|-4.00|0.72|-0.50|
XTN|-4.00|-0.09|-0.10|
PSK|1.48|3.78|3.49|
SOAMX|-11.08|3.60|6.60|
SOAOX||||
SOAIX|-5.95|6.40|9.75|
SOAVX|10.86|7.99|12.75|4.85
SOAAX|-2.42|4.47|20.06|2.79
SRLN|1.48|0.38|0.41|
SYE|-3.46|||
SYG|-3.46|||
SYV|-3.46|||
GAL|-1.47|-2.94|-2.94|
INKM|-1.47|-0.59|-0.84|
RLY|-1.47|-3.15|-3.06|
ULST|1.48|0.05|0.06|
SSREX|2.44|8.77|19.81|7.54
SVSCX|30.74|20.29|22.60|6.01
SSEMX|-12.77|-4.65|13.26|8.83
SEMSX|-12.58|-4.42|13.51|9.02
SESPX|25.53|16.33|23.12|
SSHYX|6.23|7.81|16.13|7.66
SIAMX|21.17|13.55|18.81|6.48
SSAIX|13.27|4.56|12.23|6.01
SSMXX||||
SVPXX||||
SVSPX|21.29|13.80|19.02|6.70
SSGXX||||
SVTXX||||
SITAX|11.96|5.40|9.88|5.26
SITGX|-0.48|1.31|2.63|2.02
SITIX|-0.21|-0.83|8.73|4.73
SITLX|18.17|9.25|13.06|4.07
SITBX|0.01|0.57|0.86|1.15
SITSX|18.17|9.00|15.82|4.91
ETFRX|1.28|1.11|7.87|
ETFZX|5.58|2.31|8.31|
ETFWX|7.55|3.33|9.32|
ETFFX|-8.07|-3.40|1.27|
ETFYX|-4.21|-2.26|1.68|
ETFVX|-2.35|-1.30|2.64|
ETFAX|6.26|6.82|14.64|
ETFCX|10.96|8.15|15.15|
ETFOX|13.04|9.23|16.30|
STOAX|-9.73|||
STOGX|-5.83|||
STOIX|-4.01|||
TACFX|-7.19|||
TACSX|-1.33|||
STTGX|-4.11|||
STTCX|-0.02|||
STTIX|2.00|||
AVOAX||||
AVOLX||||
GCALX|14.88|||
GCILX|20.01|||
GCAFX|-4.07|||
GCSFX|0.49|||
GAMAX|13.69|8.71||
MDCAX|5.82|7.11|4.61|
MDCEX|-1.05|||
PMSFX|-18.08|-4.69||
QCIBX||||
RAMVX|-2.29|1.70||
RAMDX|0.64|2.53||
RAMSX|2.57|3.54||
FMDNX|5.69|||
FMDVX|7.47|||
FMGCX|11.60|7.91||
FMGRX|13.64|8.94||
FMTCX|-1.52|1.39||
FMTRX|0.51|2.45||
FMFDX||||
FMFGX||||
FMHIX|-10.60|12.81|-5.74|
FMHRX|7.74|||
FMNTX|-3.64|||
FMNRX|-1.40|||
FMAPX|9.50|||
FMPMX|11.60|||
FMLAX|8.10|||
FMARX|11.49|||
FMERX|-6.98|||
FMRIX|5.80|10.38||
FMTSX|14.83|||
FMSQX|17.34|||
FMFSX|-6.62|||
FMFRX|-4.70|||
SCSGX|27.72|||
NAVFX|11.95|7.32||
STFBX|8.71|6.73|9.87|5.83
STFGX|14.94|9.37|14.12|6.50
SFITX|-0.16|1.17|1.58|2.85
SFBDX|-0.05|4.81|4.38|4.18
BNSAX|-3.90|2.12|4.22|3.86
BNSBX|-4.20|1.85|4.10|3.76
SRBOX|-1.24|2.84|4.52|3.87
SRBTX|-1.04|3.04|4.74|4.06
SRBHX|-0.74|3.32|5.05|4.33
SFBIX|-0.77|3.39|5.12|4.48
SFBAX|-3.89|2.12|4.22|3.86
SFBBX|-4.19|1.88|4.10|3.77
NBSAX|7.14|7.38|10.84|3.80
NBSBX|7.15|7.51|11.04|3.66
REBOX|12.40|8.85|11.65|4.01
REBTX|12.53|9.02|11.82|4.21
REBHX|12.96|9.41|12.19|4.50
SEBIX|13.01|9.47|12.26|4.63
SLBAX|9.36|8.10|11.32|4.01
SLBBX|9.26|7.99|11.28|3.91
SNEAX|15.73|10.99|15.43|3.30
SNEBX|15.99|11.19|15.58|3.10
SREOX|21.40|12.59|16.22|3.50
SRETX|21.69|12.84|16.49|3.71
SREHX|22.11|13.14|16.80|3.99
SLEIX|22.12|13.25|16.88|4.12
SLEAX|18.13|11.82|15.91|3.51
SLEBX|18.38|11.77|15.91|3.41
SNIAX|2.83|2.64|13.00|4.03
SNIBX|2.90|2.73|13.27|3.99
RIEOX|7.85|4.08|13.79|4.24
RIETX|8.11|4.30|14.02|4.47
RIEHX|8.42|4.62|14.35|4.73
SFIIX|8.49|4.67|14.44|4.85
SFFAX|4.99|3.36|13.48|4.24
SFFBX|4.73|3.14|13.46|4.13
NFSAX|5.34|3.09|11.81|4.78
NFSBX|5.33|3.12|11.97|4.59
RIIOX|10.48|4.52|12.61|4.98
RIITX|10.67|4.74|12.81|5.19
RIIHX|11.00|5.05|13.16|5.49
SFFFX|11.08|5.12|13.24|5.59
SIIAX|7.54|3.82|12.27|4.97
SIIBX|7.34|3.59|12.25|4.88
NLWAX|0.98|4.43|10.59|4.28
NLWBX|0.61|4.44|10.66|4.11
RAWOX|5.95|5.91|11.35|4.52
RAWTX|6.23|6.12|11.60|4.71
RAWHX|6.45|6.43|11.90|4.96
SAWIX|6.56|6.52|12.00|5.10
SAWAX|3.15|5.16|11.04|4.50
SAWBX|2.86|4.97|11.00|4.41
NLHAX|3.08|5.23|12.23|4.41
NLHBX|2.76|5.27|12.37|4.23
RAYOX|8.16|6.72|13.04|4.63
RAYTX|8.41|6.92|13.27|4.84
RAYHX|8.75|7.24|13.65|5.14
SAYIX|8.81|7.31|13.68|5.22
SAYAX|5.27|5.97|12.72|4.63
SAYBX|5.11|5.82|12.70|4.54
NLOAX|4.92|5.83|13.57|4.39
NLBOX|4.64|5.88|13.69|4.21
RAUOX|10.06|7.33|14.35|4.60
RAUTX|10.28|7.54|14.61|4.82
RAUHX|10.60|7.86|15.19|5.21
SAUIX|10.72|7.92|15.02|5.22
SAUAX|7.06|6.56|14.02|4.61
SAUBX|7.01|6.42|14.05|4.53
NLPAX|6.36|6.31|14.75|
RAVRX|11.58|7.81|15.56|
RAVSX|11.76|7.98|15.77|
NILAX|-1.03|3.71|8.37|4.10
NILBX|-1.09|3.93|8.58|4.07
RLROX|3.89|5.18|9.15|4.31
RLRTX|4.06|5.39|9.36|4.52
RLRHX|4.41|5.68|9.68|4.80
SLRIX|4.47|5.76|9.77|4.92
SLRAX|1.09|4.46|8.83|4.32
SLRBX|0.81|4.26|8.77|4.23
MNAXX||||
MNBXX||||
SFIXX||||
SFWXX||||
SFEXX||||
SAIXX||||
SAAXX||||
SABXX||||
SNPAX|14.61|11.15|17.14|5.50
SNPBX|14.73|11.33|17.32|5.31
RSPOX|20.18|12.72|17.97|5.72
RSPTX|20.40|12.91|18.21|5.93
RSPHX|20.75|13.23|18.53|6.24
SFXIX|20.86|13.36|18.68|6.35
SLIAX|17.03|11.94|17.65|5.73
SLIBX|17.21|11.91|17.69|5.63
SNRAX|19.61|11.74|19.95|6.75
SNRBX|20.23|12.00|20.19|6.57
RSIOX|25.50|13.31|20.81|6.96
RSITX|25.77|13.52|21.04|7.17
RSIHX|26.13|13.85|21.38|7.48
SMIIX|26.22|13.96|21.49|7.60
SMIAX|22.08|12.51|20.42|6.97
SMIBX|22.39|12.49|20.52|6.86
SSNAX|15.47|10.94|18.52|5.02
SSNBX|15.98|11.20|18.80|4.87
RSEOX|21.16|12.50|19.34|5.22
RSETX|21.39|12.70|19.59|5.42
RSEHX|21.80|13.03|19.92|5.72
SFEIX|21.85|13.14|20.01|5.83
SFSAX|17.91|11.72|19.02|5.23
SFSBX|18.18|11.69|19.03|5.12
TANAX|-4.41|3.69|3.86|3.69
TANBX|-4.80|3.49|3.74|3.59
SFTAX|-4.41|3.70|3.86|3.69
SFTBX|-4.73|3.49|3.74|3.59
STFAX|21.18|13.63|18.90|6.63
STBIX|21.08|13.52|18.80|6.53
SSIXX||||
SSVXX||||
SSTXX||||
TFVXX||||
TRIXX||||
TRVXX||||
TPIXX||||
TPVXX||||
GVMXX||||
GVVXX||||
MLPAX|8.44|8.48||
MLPGX|13.14|9.82||
OSPAX|15.18|10.68||
MLPOX|15.38|10.91||
MLPLX|12.96|||
MLPMX|17.96|||
OSPPX|19.87|||
MLPNX|20.16|||
MLPDX|7.66|4.82||
MLPRX|12.34|6.13||
OSPMX|14.39|6.97||
MLPZX|14.51|7.19||
MLPFX|7.75|7.81||
MLPEX|12.47|9.22||
OSPSX|14.55|10.03||
MLPYX|14.64|10.22||
MLPTX|14.64|10.22||
SCCMX|-1.10|||
SCCNX|0.06|||
SCCPX|1.19|||
BAEIX|4.42|9.02|14.71|
BEIBX|4.94|9.53|14.97|
BCEGX|8.96|10.38|15.22|
BAERX|10.49|10.97|15.80|
BEGIX|11.02|11.46|16.35|
BGVAX|-2.79|1.51|2.29|3.23
BUSGX|-6.29|0.14|1.59|2.68
BIUCX|-2.42|1.43|1.96|2.70
BBGVX|-0.45|2.45|2.98|3.71
BKTAX|-2.96|3.33|3.38|3.43
BKCAX|-1.72|3.26|3.02|2.87
BKITX|-0.74|4.26|4.05|3.88
BBTGX|13.39|7.82|13.68|3.72
BGISX|14.45|8.30|13.96|3.55
BCVCX|18.39|9.13|14.19|3.55
BBISX|20.57|10.25|15.35|4.60
SLSAX||||
SLSCX||||
SLSIX||||
BMAAX|-3.11|2.94|3.39|3.51
BMDCX|-2.75|2.88|3.04|2.95
BMAIX|-0.79|3.91|4.06|3.97
OVEAX|20.31|11.16|21.02|8.97
OVEBX|21.65|11.75|21.39|8.78
OVECX|25.65|12.53|21.57|8.76
OVERX|26.00|12.71|21.87|9.22
OVEIX|27.84|13.65|22.77|9.86
BNCAX|-3.16|3.18|3.38|3.39
BBNCX|-2.97|3.06|3.00|2.81
BBNTX|-0.93|4.13|4.06|3.84
SCSSX|-2.05|||
SCSTX|-1.76|||
SCSPX|0.30|||
BSGAX|-1.06|1.46|1.68|2.45
BBSCX|0.20|1.38|1.33|1.89
BBSGX|1.21|2.40|2.35|2.89
SPSAX|16.97|7.24|22.26|7.63
SPSBX|18.22|7.68|22.63|7.46
SPSDX|22.10|8.50|22.77|7.45
SPSRX|23.59|9.41|23.59|8.08
SPSCX|24.47|9.64|24.04|8.54
BASCX|-2.91|3.42|3.53|3.45
BSCCX|-2.56|3.34|3.17|2.88
BSCIX|-0.70|4.36|4.20|3.91
BOPAX|13.15|8.87|16.02|9.47
BOPBX|14.17|9.37|16.29|9.30
BOPCX|18.22|10.21|16.53|9.30
BOPRX|19.80|10.77|17.16|9.87
BOPIX|20.40|11.33|17.70|10.40
BAMGX|2.05|3.51|10.46|3.97
BBMGX|2.45|3.53|10.69|3.80
BCMCX|6.33|4.76|10.96|3.81
BCGTX|8.49|5.83|12.09|4.86
BCGAX|-0.47|3.17|8.61|4.03
BCGBX|-0.13|3.24|8.80|3.88
BCCCX|3.76|4.45|9.10|3.87
BMGTX|5.80|5.50|10.16|4.91
BCMAX|4.07|3.94|11.67|3.76
BCMBX|4.55|4.33|11.87|3.60
BCGCX|8.47|5.21|12.13|3.59
BCMTX|10.78|6.29|13.31|4.65
BICAX|-5.05|2.05|5.09|4.19
BICBX|-4.86|2.08|5.25|4.02
BICCX|-0.97|3.34|5.57|4.03
BICRX|0.47|3.81|6.00|4.51
BIBTX|1.00|4.38|6.63|5.07
BUSRX|-0.19|||
BUSIX|0.56|||
BVAAX|-3.21|2.89|2.86|3.30
BVACX|-2.86|2.80|2.50|2.73
BVATX|-0.90|3.84|3.53|3.76
BWVAX|-3.36|3.25|3.43|3.24
BWVCX|-3.09|3.17|3.07|2.67
OWVAX|-1.14|4.21|4.11|3.70
SGIDX|11.10|9.47|15.54|
SGISX|11.49|9.85|15.94|
SNTKX|-0.61|-0.89|10.33|
SNTCX|-0.24|-0.54|10.73|
SEEKX|24.71|14.32|21.87|
SEECX|25.17|14.71|22.29|
SEAKX|-0.53|1.83|3.19|
SEACX|-0.17|2.18|3.55|
SCMFX|17.51|12.46|21.91|
SDIVX|13.73|13.82|18.89|
SHCDX|-2.94|||
SHMDX|-8.61|3.82|12.53|
SHHYX|6.81|8.23|13.63|
SHIGX||||
SHLMX|-17.13|-1.42||
SHSIX||||
STRAX|16.46|12.36|14.96|7.20
STEFX|16.72|12.63|15.24|7.46
DNLDX|15.12|10.84|18.95|5.56
DNLCX|20.12|12.10|19.37|5.35
DNLRX|22.40|13.21|20.45|6.21
SCALX|5.93|5.74||
SGALX|11.43|7.65||
SMDAX|8.23|6.59||
DSGAX|27.90|15.67||
DSGCX|33.68|17.14||
DSGIX|36.08|18.34||
DSGYX|35.87|18.03||
DMVAX|18.11|11.40|20.78|
DMECX|23.37|12.77|21.31|
DMVIX|25.75|14.04|22.60|
DMVYX|25.44|13.65|22.24|
DPUAX|10.14|10.16|15.65|
DPUCX|14.96|11.42|16.07|
DPUIX|17.26|12.77|17.42|
DPUYX|17.09|12.43|17.08|
DGLAX|2.63|6.50|13.87|
DGLCX|7.02|7.74|14.32|
DGLRX|9.26|8.98|15.61|
DGLYX|9.01|8.66|15.25|
DISAX|-6.85|1.17|11.14|
DISCX|-2.90|2.40|11.63|
DISRX|-0.84|3.55|12.90|
DISYX|-1.51|3.07|12.39|
STSCX|28.03|15.88|20.44|10.22
STRGX|25.47|10.37|14.36|7.03
STMDX|1.21|8.49|20.21|7.06
STGSX|-1.09|1.68|2.61|3.15
STGAX|-4.04|0.67|2.01|2.86
STPGX|17.63|9.82|14.73|5.28
STWAX|12.33|8.16|13.67|4.84
SIEAX|-8.75|-4.81|6.75|2.01
SSIBX|-7.59|-4.47|6.99|1.95
SIETX|-4.80|-3.56|7.30|1.95
NAOIX|-3.11|-2.82|8.13|2.72
SAESX|12.27|-0.49|11.01|
SAJCX|17.20|0.79|11.61|
GNMAX|-7.56|-0.36|1.69|3.20
GNMBX|-7.35|-0.34|1.68|3.04
GNMTX|-4.59|0.59|2.00|3.03
SHNAX|0.09|5.21|13.31|5.28
SHNBX|0.41|5.34|13.51|5.12
SHNCX|3.40|6.24|13.72|5.12
SDIAX|-4.16|3.27|9.43|5.64
SDIBX|-3.90|3.34|9.49|5.45
NAICX|-1.26|4.29|9.77|5.44
SGTAX|-7.55|0.69|1.07|2.85
SGTBX|-7.28|0.70|1.06|2.68
NASBX|-4.42|1.67|1.42|2.68
SMAXX||||
SASFX|0.60|2.93|13.17|3.42
NFRCX|3.20|3.99|13.70|3.59
FBAAX|7.19|5.29|10.26|3.57
FBABX|8.98|5.78|10.56|3.50
FBACX|12.02|6.68|10.84|3.52
FDSAX|19.17|16.93|24.22|8.92
FDSBX|21.60|17.76|24.74|8.85
FDSTX|24.58|18.50|24.88|8.85
FDSWX|26.58|19.31|25.73|9.58
FASAX|7.46|3.20|9.93|3.45
FMABX|9.21|3.62|10.23|3.37
FMATX|12.31|4.58|10.53|3.40
SFVAX|13.36|10.01|19.57|5.35
SFDBX|15.29|10.44|19.88|5.23
SFVTX|18.51|11.45|20.18|5.28
HWKAX|-8.61|2.96|3.24|
SUNAX|-12.19|-10.11|-2.42|
SUNCX|-8.20|-8.87|-1.88|
SUNWX|-6.58|-8.10|-1.06|
FOCAX|21.21|12.29|21.75|
FOCCX|26.79|13.78|22.40|
FOCWX|28.84|14.65|23.28|
SFLAX|25.19|14.04|18.63|
SFLCX|30.92|15.56|19.27|
SFLWX|33.11|16.47|20.14|
GTFAX|-4.71|||
GTFCX|-0.40|||
GTFWX|1.38|||
IEAAX||||
IEACX||||
IEAWX||||
SASAX|15.35|2.52|4.73|
SASCX|18.92|3.32|4.91|
SASWX||||
RPBAX|13.98|9.88|15.37|6.94
TRBCX|32.47|17.71|23.38|8.34
PABGX|32.10|17.42|23.08|8.14
RRBGX|31.76|17.12|22.78|7.86
PRXCX|-1.08|6.87|6.17|4.32
PCTXX||||
PRWCX|16.87|12.19|17.57|8.77
PACLX|16.54|11.85|17.23|8.46
PRCOX|21.85|13.76|18.88|6.96
PACOX|21.51|13.40|18.52|6.65
RRCOX|21.12|13.08|18.19|6.37
PRPIX|1.37|6.29|9.92|5.51
PRDMX|24.30|13.04|23.46|8.84
PRDSX|32.35|17.74|26.65|9.95
PRDGX|19.51|13.58|18.13|7.36
TADGX|19.19|13.28|17.80|7.05
PRFDX|18.43|12.30|18.88|6.95
PAFDX|18.09|12.01|18.60|6.71
RRFDX|17.78|11.69|18.27|6.42
PRISX|24.84|12.10|19.88|4.21
PRFRX|3.90|||
PAFRX|3.80|||
RPGAX||||
PAFGX||||
TRGRX|-2.05|6.82|19.20|
PAGEX|-2.12|6.74|19.05|
PRGTX|36.50|15.66|29.77|11.52
PRGMX|0.02|2.86|4.30|4.32
PRGIX|22.88|13.38|18.82|6.64
PRGFX|31.73|16.61|22.47|8.50
TRSAX|31.43|16.33|22.19|8.27
RRGSX|31.10|16.03|21.87|7.98
PRHSX|48.63|31.59|28.94|15.27
PRHYX|8.15|8.50|16.24|7.91
PAHIX|7.91|8.20|15.96|7.66
PREIX|21.19|13.63|18.90|6.57
PEXMX|26.99|15.34|24.22|9.70
POMIX|22.67|14.00|19.98|7.34
PRIPX|-6.15|3.58|5.32|4.44
TPLGX|32.42|17.72|23.41|7.88
TRLGX|36.48|17.49|24.94|9.00
TILCX|22.98|13.61|19.56|7.44
PMEGX|29.25|14.91|25.07|11.48
TRSSX|28.39|17.20|26.95|10.91
TRISX|21.95|13.92|19.12|
TICPX|0.11|4.27|6.98|
PFCPX|0.05|4.16|6.92|
RPIFX|4.72|4.63|10.17|
PFFRX|4.59|4.55|10.12|
RPGMX||||
TRHYX|7.80|8.31|15.46|8.01
RPLCX||||
TRIAX|20.06|9.82|17.63|
RPICX|15.53|10.49||
TREBX|-5.30|4.84|11.80|
IEMFX|-12.63|-3.84|16.14|9.11
TRGSX|23.59|9.80|18.03|
RPIGX|11.18|8.31|18.47|
PRIGX|21.89|||
RPIIX|-2.53|1.88|4.89|
TRCEX|12.73|6.87||
PRFEX|5.06|4.03|16.54|5.87
TRAMX|19.90|9.50|16.60|
TREMX|-12.06|-8.19|21.56|6.68
PREMX|-7.53|4.46|11.36|8.39
PACEX|-2.39|||
TRECX|-2.29|||
PRELX|-15.16|||
PAELX|-15.27|||
PRMSX|-12.49|-4.01|15.77|9.10
PRESX|26.14|12.94|19.39|8.75
RPGEX|10.97|8.12|18.31|
PAGLX|10.86|7.99|18.14|
RPGIX||||
TRGFX|7.07|6.14||
PAGFX|6.92|6.00||
PRGSX|24.04|9.89|18.28|7.45
PAGSX|23.69|9.58|17.95|7.18
RPIBX|-2.64|1.63|4.63|3.95
PAIBX|-3.10|1.36|4.33|3.70
PRIDX|18.33|10.06|21.90|10.95
TRIGX|14.00|5.99|15.74|7.14
PAIGX|13.76|5.77|15.50|6.97
RRIGX|13.47|5.47|15.17|6.69
PRITX|5.03|4.07|16.71|6.10
PAITX|4.79|3.85|16.47|5.89
RRITX|4.45|3.54|16.10|5.55
PRJPX|19.66|7.84|10.31|3.66
PRLAX|-26.47|-13.18|10.03|13.11
PRASX|-5.81|2.07|21.94|12.24
TROSX|12.49|6.67|16.01|
PIEQX|10.52|5.18|14.03|6.22
PRMTX|32.62|18.17|30.33|15.75
RPMGX|28.52|14.49|24.31|11.17
PAMCX|28.20|14.21|24.02|10.92
RRMGX|27.86|13.90|23.69|10.63
TRMCX|20.70|12.70|21.79|9.57
TAMVX|20.34|12.40|21.49|9.31
RRMVX|20.07|12.12|21.18|9.04
PRWAX|29.56|14.39|22.69|8.77
PAWAX|29.24|14.10|22.38|8.51
PRNEX|7.01|-1.54|12.65|9.55
PRNHX|38.49|22.07|30.24|12.13
PRCIX|-0.37|3.67|5.98|4.88
PANIX|-0.61|3.42|5.70|4.62
RRNIX|-0.91|3.11|5.42|4.34
TRPBX|12.93|9.62|16.09|7.32
TRSGX|17.28|11.33|18.85|7.61
PRSIX|8.77|7.59|12.71|6.55
PRRXX||||
PRAFX|-3.77|-2.10||
TRREX|3.11|9.09|23.02|8.86
PAREX|2.93|8.86|22.87|8.71
TRRFX|6.54|6.66|12.10|
PARGX|6.22|6.38|11.83|
RRTLX|6.06|6.11|11.55|
TRRAX|7.94|7.24|13.45|6.31
PARAX|7.67|6.96|13.17|6.06
RRTAX|7.42|6.70|12.89|5.81
TRRGX|10.25|8.23|15.04|
PARHX|9.98|7.98|14.77|
RRTMX|9.74|7.70|14.51|
TRRBX|12.34|9.07|16.40|6.97
PARBX|12.02|8.81|16.11|6.71
RRTBX|11.73|8.54|15.82|6.45
TRRHX|14.18|9.75|17.48|
PARJX|13.95|9.49|17.20|
RRTNX|13.67|9.20|16.93|
TRRCX|15.85|10.37|18.39|7.42
PARCX|15.49|10.08|18.09|7.17
RRTCX|15.23|9.83|17.81|6.90
TRRJX|17.07|10.78|18.97|
PARKX|16.74|10.49|18.67|
RRTPX|16.45|10.23|18.40|
TRRDX|17.76|11.04|19.17|7.56
PARDX|17.49|10.75|18.87|7.30
RRTDX|17.16|10.48|18.58|7.05
TRRKX|17.72|11.03|19.18|
PARLX|17.48|10.79|18.88|
RRTRX|17.16|10.48|18.58|
TRRMX|17.76|11.04|19.17|
PARFX|17.51|10.78|18.89|
RRTFX|17.24|10.50|18.56|
TRRNX|17.74|11.03|19.16|
PAROX|17.43|10.80|18.87|
RRTVX|17.11|10.53|18.58|
TRRIX|6.01|6.09|10.80|5.59
PARIX|5.74|5.80|10.52|5.33
RRTIX|5.48|5.54|10.23|5.09
TRARX||||
PANRX||||
TRROX||||
PAERX||||
TRRTX||||
PAHRX||||
TRRUX||||
PAIRX||||
TRRVX||||
PAJRX||||
TRRWX||||
PAKRX||||
RPGRX||||
PATVX||||
TRHRX||||
PAHHX||||
RPTFX||||
PAFFX||||
TRFOX||||
PAOFX||||
TRFFX||||
PAFTX||||
PRSCX|35.62|11.63|24.66|7.31
PASTX|35.33|11.41|24.45|7.20
PRWBX|0.50|1.51|3.09|3.07
PASHX|0.22|1.21|2.79|2.79
OTCFX|26.89|16.33|26.15|10.44
PASSX|26.53|16.04|25.85|10.19
PRSVX|20.28|14.42|21.37|10.05
PASVX|19.98|14.13|21.09|9.82
PRSGX|19.27|11.68|20.24|7.86
RPSIX|2.80|5.52|9.66|5.95
PSILX|9.64|5.86|16.97|7.38
GTFBX|-1.40|6.08|5.63|3.91
PRMDX|0.71|0.99|1.20|1.91
MDXBX|-1.01|6.07|6.20|4.16
TMDXX||||
NJTFX|-1.74|5.95|5.75|4.02
PRNYX|-2.28|5.74|5.64|3.99
NYTXX||||
PRVAX|-1.76|5.84|5.58|4.09
PRSNX|0.45|4.34|8.43|
PRSAX|0.33|4.20|8.28|
TSCXX||||
PRSUX|-0.24|2.87|4.19|4.34
PRINX|-2.12|6.64|6.86|4.58
PAIMX|-2.29|6.41|6.61|4.33
PRSMX|0.16|5.06|4.77|4.02
PAIFX|-0.18|4.74|4.47|3.74
TRSXX||||
PREFX|26.04|14.01|22.24|7.66
PTEXX||||
PRFHX|-2.44|8.05|10.09|4.68
PATFX|-2.89|7.72|9.78|4.40
PRTAX|-1.86|6.15|6.00|4.30
PATAX|-2.20|5.82|5.65|3.96
PRFSX|0.89|2.69|2.91|2.95
PATIX|0.35|2.32|2.59|2.66
TRBUX|0.28|||
PBDIX|0.06|3.69|4.96|4.53
TRULX|22.91|13.89||
PAULX|22.86|13.82||
PRTIX|-1.49|3.35|3.62|4.40
PRULX|-4.77|7.69|5.15|5.96
PRTXX||||
TRVLX|25.46|15.00|22.13|8.11
PAVLX|25.22|14.77|21.90|7.93
TGFRX|18.98|10.85|19.72|3.51
TAIBX|-0.96|3.69|5.76|5.35
TIEQX|10.33|4.80|14.01|6.41
TEQRX|9.61|4.18|13.38|5.78
TAIEX|10.21|4.67|13.93|6.37
TLCRX|24.35|13.14|18.18|4.82
TALGX|24.97|13.70|18.77|5.43
TLVRX|23.02|12.30|16.54|5.07
TALVX|23.60|12.86|17.13|5.66
TGMBX|-0.37|3.16|7.12|4.92
TSCRX|25.37|13.91|21.48|4.82
TASGX|25.96|14.49|22.10|5.41
TSVAX||||
TSVRX|22.10|12.76|20.23|9.76
TASVX|22.78|13.34|20.83|10.38
TTBRX|-1.26|3.44|6.58|5.07
TATBX|-0.66|3.97|7.14|5.76
AFTEX|-4.98|5.04|5.32|3.67
TEBFX|-6.77|4.40|5.02|3.30
TEBCX|-3.01|5.55|5.29|3.24
AFTFX|-1.40|6.26|6.01|3.96
TEAFX|-1.14|6.54|6.29|4.15
TXIXX||||
TXCXX||||
TGFFX|21.79|10.55|16.47|4.93
TGFVX|21.79|10.24|16.13|4.75
TGPCX|7.31|6.37|10.38|
TGPNX|6.88|6.12|10.25|
TGCFX|0.21|4.37|7.77|5.91
TGFNX|-0.14|4.01|7.43|5.60
TGDFX|19.93|14.02|21.27|7.01
TGIGX|19.58|13.70|20.95|6.73
TGEIX|-7.08|5.63|14.64|9.35
TGINX|-7.30|5.37|14.38|8.99
TGWIX|-12.57|1.40||
TGWNX|-12.66|1.33||
TGMAX||||
TGMEX||||
TGGWX|-9.10|||
TGABX|-9.10|||
TGGBX|-2.39|||
TGGFX|-2.39|||
TGGEX|30.60|11.08|21.47|
TGDNX|30.67|11.07|21.44|
TGGIX|21.82|10.20|20.61|
TGGYX|21.84|10.24|20.63|
TGHYX|4.84|5.48|14.16|6.44
TGHNX|4.34|5.36|14.01|6.18
TGIBX|13.35|||
TGIDX|13.07|||
TGICX|13.92|||
TGNIX|13.77|||
TGDIX|21.16|13.28|20.16|7.22
TGDVX|20.90|12.99|19.93|6.97
TGCEX|19.89|14.01|21.22|6.98
TGCNX|19.60|13.70|20.88|6.67
TGSMX|0.81|1.42|3.30|2.48
TGSCX|33.90|9.01|21.83|9.05
TGSNX|33.39|8.68|21.45|8.70
TGSDX|34.14|11.16||
TGMDX|34.02|11.16||
TGLMX|2.63|6.53|9.85|7.05
TGMNX|2.33|6.24|9.52|6.73
TGVOX|22.77|13.84|20.77|6.65
TGVNX|22.42|13.52|20.40|6.32
TDFPX||||
TDFSX||||
TDCXX||||
WCAXX||||
TDCBX||||
TDBFX||||
TDGAX||||
TDGCX||||
TDGIX||||
TDGEX||||
TDGVX||||
TDLVX||||
TDHYX||||
TDHBX||||
TCCXX||||
TDMXX||||
TDNXX||||
TICXX||||
TMUXX||||
TTCXX||||
TDVXX||||
TGCXX||||
TDGXX||||
TDHXX||||
TDAXX||||
WTOXX||||
NPLXX||||
TDSXX||||
TDIXX||||
WTMXX||||
TDYXX||||
WNYXX||||
TDSHX|0.58|0.93|1.82|
TDSBX|0.76|1.16|2.06|
TDTRX||||
TDTFX||||
TDUEX||||
TDUIX||||
TDUXX||||
WTUXX||||
