ticker|R1|R3|R5|R10
AUBCX|-0.72|2.25|4.21|
AUBIX|1.18|3.28|5.26|
AUBFX|1.18|3.13|5.06|
AUBYX|1.27|3.28|5.26|
CPNAX||||
CPNCX||||
CPNRX||||
CPNFX||||
CPNSX||||
CPNYX||||
BRCAX|-21.41|-8.65||
BRCBX|-21.53|-8.46||
BRCCX|-18.26|-7.62||
BRCRX|-16.96|-7.06||
BRCNX|-16.63|-6.62||
IBRFX|-16.63|-6.81||
BRCYX|-16.53|-6.59||
ATDAX|12.19|10.16|23.68|9.41
ATDBX|12.90|10.63|24.00|9.24
ATDCX|16.89|11.44|24.15|9.24
ATDRX|18.41|11.99|24.78|9.77
ATDIX|19.17|12.74|25.73|10.56
ATDFX|19.23|12.49|25.24|10.10
ATDYX|19.00|12.55|25.39|10.18
MKNAX||||
MKNCX||||
MKNRX||||
MKNFX||||
MKNSX||||
MKNYX||||
GMSDX|-3.19|||
GMSEX|0.80|||
GMSJX|2.40|||
GMSKX|2.89|||
GMSLX|2.69|||
GMSHX|2.69|||
GLTAX||||
GLTCX||||
GLTRX||||
GLTFX||||
GLTSX||||
GLTYX||||
LSQAX||||
LSQCX||||
LSQRX||||
LSQFX||||
LSQSX||||
LSQYX||||
LVLAX||||
LVLCX||||
LVLRX||||
LVLFX||||
LVLSX||||
LVLYX||||
VZMAX||||
VZMCX||||
VZMRX||||
VZMFX||||
VZMSX||||
VZMYX||||
LSTAX||||
LSTCX||||
LSTRX||||
LSTYX||||
TGRAX|-1.13|-1.88|10.64|5.85
TGRBX|-1.16|-1.74|10.79|5.65
TGRCX|2.84|-0.71|11.09|5.68
TGRRX|4.28|-0.27|11.60|5.95
TGRSX|5.01|0.29|11.75|5.98
TGRDX|4.87|0.24|12.20|6.73
PIAFX|-5.92|||
PICFX|-2.14|||
PIRFX|-0.69|||
IPNFX|-0.19|||
PIFFX|-0.29|||
PIYFX|-0.19|||
ATIAX|11.42|11.60|25.07|10.94
ATIBX|12.01|12.08|25.37|10.76
ATICX|16.03|12.87|25.53|10.75
ATIRX|17.64|13.45|26.16|11.31
ATIIX|18.32|14.13|26.99|12.05
ATIYX|18.22|14.00|26.80|11.72
ACCBX|-1.97|4.67|8.56|4.91
ACCDX|-2.54|5.33|9.12|4.85
ACCEX|0.66|5.43|8.79|4.63
ACCZX|2.13|5.98|9.27|5.12
ACCWX|2.82|6.68|9.85|5.53
ICBFX|2.82|6.45|9.66|5.44
ACCHX|2.64|6.45|9.88|5.62
AGREX|-6.33|3.99|15.11|
BGREX|-6.49|4.26|15.32|
CGREX|-2.61|5.17|15.53|
RGREX|-1.14|5.67|16.11|
FGREX|-0.35|6.27|16.62|
ARGYX|-0.62|6.24|16.73|
IGREX|-0.39|6.57|17.08|
AHIYX|6.41|8.22|16.82|8.08
HYIFX|6.49|8.17|16.53|7.74
AMHYX|1.60|6.45|15.42|7.23
AHYBX|0.09|6.16|15.27|6.84
AHYCX|4.09|7.04|15.55|6.85
AHHYX|6.37|8.26|16.76|7.82
HYINX|6.11|7.93|16.44|7.71
LMTAX|-2.60|-0.72|-0.15|1.44
SHTIX|-1.10|-0.20|0.19|1.68
ALMIX|-0.07|0.22|0.52|1.99
LMTYX|-0.09|0.17|0.47|1.96
AIMXX||||
ACZXX||||
ACYXX||||
ACXXX||||
INAXX||||
IARAX|-3.98|6.43|18.53|8.10
AARBX|-3.59|6.77|18.78|7.91
IARCX|-0.04|7.65|18.97|7.91
IARRX|1.32|8.17|19.58|8.44
IARIX|2.00|8.90|20.40|9.18
IARFX|2.04|8.23|19.36|8.09
IARYX|1.89|8.73|20.17|8.48
REINX|1.63|8.45|19.88|8.73
ISTBX|1.35|2.18|3.36|2.36
STBAX|-1.27|1.18|2.64|1.86
STBCX|0.79|1.66|2.83|1.81
STBRX|0.91|1.70|2.86|1.83
ISTFX|1.35|1.90|2.98|1.88
STBYX|1.41|2.21|3.37|2.09
AGOIX|-0.83|2.87|3.31|4.06
AGOVX|-5.35|1.04|2.04|3.21
AGVBX|-6.71|0.77|1.79|2.89
AGVCX|-2.86|1.74|2.16|2.89
AGVRX|-1.40|2.29|2.69|3.40
AGVYX|-0.90|2.80|3.21|3.81
AGIVX|-1.04|2.55|2.95|3.69
MSAVX|15.11|12.01|21.47|8.96
MGAVX|16.78|13.39|22.57|9.32
MSVCX|19.92|13.32|21.95|8.77
MSARX|21.49|13.85|22.54|9.30
MSAJX|22.19|14.60|23.19|9.73
MSAFX|22.32|14.36|22.99|9.64
MSAIX|22.09|14.41|23.14|9.78
ACSTX|15.82|11.70|19.44|6.46
ACSWX|17.16|12.92|20.51|6.72
ACSYX|20.66|12.96|19.89|6.26
ACSRX|22.26|13.54|20.50|6.80
ACSHX|22.97|14.29|21.13|7.21
ICSFX|23.02|14.01|20.91|7.12
ACSDX|22.92|14.12|21.11|7.31
IAUTX|8.00|9.83|10.66|9.06
IBUTX|8.40|10.27|10.82|8.86
IUTCX|12.42|11.09|11.09|8.87
FSIUX|14.58|12.38|12.44|10.09
IFUTX|14.60|12.10|12.01|9.74
IAUYX|14.55|12.20|12.19|9.83
FSTUX|14.24|11.93|11.91|9.69
IENAX|0.46|-2.42|10.82|11.89
IENBX|0.51|-2.29|10.99|11.71
IEFCX|4.51|-1.31|11.24|11.70
IENIX|6.67|-0.21|12.52|12.91
IENYX|6.57|-0.31|12.36|12.69
FSTEX|6.31|-0.56|12.08|12.55
IGDAX|-38.96|-20.68|-0.98|3.97
IGDBX|-39.18|-20.51|-0.97|3.79
IGDCX|-36.54|-19.77|-0.62|3.79
IGDYX|-35.34|-18.99|0.37|4.68
FGLDX|-35.44|-19.18|0.14|4.57
VGRAX|18.42|8.25|22.65|9.57
VGRBX|20.32|9.54|23.78|9.79
VGRCX|23.37|9.51|23.13|9.37
VGRRX|25.00|10.05|23.76|9.92
VGRJX|25.76|10.80|24.36|10.33
VGRFX|25.61|10.40|24.11|10.21
VGRDX|25.60|10.60|24.37|10.42
VSCAX|23.36|14.19|22.52|10.87
VSMBX|24.56|15.03|23.18|10.92
VSMCX|28.58|15.50|22.98|10.67
VSMIX|30.86|16.67|24.23|11.73
ITYAX|14.15|6.94|20.01|4.79
ITYBX|14.86|7.32|20.29|4.62
ITHCX|18.89|8.17|20.48|4.61
FTPIX|21.48|9.66|22.18|6.14
ITYYX|21.08|9.26|21.66|5.51
FTCHX|20.89|9.04|21.43|5.41
IFOAX|14.21|7.05|15.56|2.78
IFOBX|15.02|7.40|15.77|2.56
IFOCX|18.91|8.26|15.99|2.57
IFODX|21.19|9.36|17.18|3.60
VVOAX|12.49|9.68|17.53|4.65
VVOBX|14.04|10.98|18.31|4.71
VVOCX|17.20|10.99|18.03|4.50
VVORX|18.62|11.48|18.56|4.98
VVONX|19.51|12.32|19.22|5.40
VVOIX|19.36|12.06|19.14|5.47
ACTHX|-7.72|6.40|8.92|4.07
ACTGX|-8.24|7.17|9.32|4.00
ACTFX|-5.22|7.18|9.06|3.75
ACTNX|-3.36|8.07|9.95|4.56
ACTDX|-3.36|8.21|10.13|4.74
VKLMX|-3.13|4.11|4.94|3.67
VKLBX|-5.48|3.98|4.75|3.74
VKLCX|-2.23|4.23|4.70|3.19
VKLIX|-0.41|5.22|5.72|4.15
VKMMX|-6.10|5.00|6.62|3.09
VMIBX|-7.38|4.81|6.41|2.76
VMICX|-3.71|5.72|6.73|2.76
VMIIX|-1.69|6.83|7.80|3.76
VMINX|-1.90|6.54|7.56|3.55
VNYAX|-8.00|4.41|6.04|3.29
VBNYX|-8.58|5.22|6.56|3.46
VNYCX|-5.51|5.17|6.19|2.98
VNYYX|-3.68|6.20|7.14|3.83
ACSXX||||
TEIXX||||
ATFAX|-2.42|4.06|4.26|3.37
AITFX|-0.68|4.82|4.83|3.81
ATFCX|-1.67|4.12|4.00|2.88
ATFIX|0.31|5.17|5.02|3.89
ATFYX|0.33|5.17|5.03|3.90
IPPXX||||
IMRXX||||
PEIXX||||
ITTXX||||
IUGXX||||
FUGXX||||
DASAX|15.71|-9.53|-0.06|6.10
DACSX||||
DASIX|23.03|-7.50|1.38|6.98
DAISX||||
SPEAX|19.63|12.71|19.38|
AACYX|24.40|13.96|19.84|
AAIYX|26.18|14.70|20.65|
SPEDX|7.72|4.05||
ADOCX|11.86|5.13||
ADOZX|13.98|6.18||
AAEMX|-8.56|-4.02||
ACEMX|-5.15|-3.00||
AIEMX|-3.41|-2.29||
SPEGX|17.46|9.86|17.26|7.01
AGFCX|22.03|10.95|17.61|6.77
AGIFX|24.03|11.88|18.51|7.58
SPECX|19.18|12.78|22.96|11.04
ASPCX|23.83|13.95|23.38|10.82
ASPIX|25.83|14.87|24.38|11.71
ASPZX|26.11|15.13|24.53|11.75
ACAAX|19.27|12.32|20.83|9.80
ACAPX|19.86|12.66|20.89|9.52
ALCCX|23.87|13.46|21.15|9.55
ACAZX|26.24|14.73|21.91|9.89
ALBAX|11.76|10.65|14.75|5.57
ALBCX|16.04|11.80|15.12|5.34
AGIZX|18.19|12.83|16.10|6.19
AOFAX|21.51|11.44|22.35|
AOFCX|26.32|12.64|22.76|
AOFIX|28.66|13.74|23.96|
AGOZX|28.81|13.93|24.00|
AHSAX|24.27|16.67|16.30|10.36
AHSBX|25.11|17.10|16.38|10.10
AHSCX|29.22|17.87|16.65|10.12
ALGAX|6.70|5.55|14.64|4.07
AFGPX|6.87|5.84|14.88|3.90
ALGCX|10.66|6.56|14.96|3.85
AIGIX|12.67|6.98|15.27|3.98
ALCZX|13.01|7.82|15.85|4.24
AMGAX|18.44|9.62|20.40|5.38
AMCGX|19.15|9.93|20.59|5.12
AMGCX|22.99|10.67|20.68|5.08
ALSAX|17.29|10.90|21.01|8.88
ALSCX|18.06|11.58|21.42|8.73
AGSCX|21.84|11.76|21.21|8.55
ASCZX|24.38|13.14|22.10|8.95
ALMAX|16.97|10.12|20.32|9.24
ALMBX|17.49|10.46|20.48|9.00
ALMCX|21.58|11.29|20.70|9.03
ASIMX|23.52|12.21|21.76|9.94
ASMZX|23.89|12.54|21.90|9.96
CHUSX|9.30|1.19|16.42|8.55
CHUCX|13.49|2.22|16.82|8.35
AFGIX|15.53|3.07|17.72|9.16
AFGZX|15.64|3.11|17.74|9.17
ALAFX|19.46|9.50|17.20|4.68
ALCFX|24.13|10.65|17.58|4.46
ALGRX|26.28|11.72|18.74|5.50
ALZFX|26.60|11.82|18.80|5.53
ALARX|25.55|14.33|22.03|10.45
ACARX|24.94|13.76|21.44|9.90
ALMRX|25.35|11.95|22.18|6.39
AGIRX|24.72|11.37|21.55|5.85
ALSRX|24.29|13.13|22.39|9.36
ASIRX|23.71|12.55|21.81|8.84
LTAVX|3.81|4.15|10.09|
LTAAX|-0.96|2.34|8.81|
LTABX|-1.27|2.47|8.97|
LTACX|1.74|3.08|8.98|
LTAIX|3.76|4.11|10.07|
LTAKX|3.60|3.87|9.81|
LTARX|3.24|3.60|9.53|
LTBVX|5.19|4.65|11.49|
LTBAX|0.42|2.84|10.18|
LTCBX|0.20|3.00|10.38|
LTSCX|3.16|3.62|10.36|
LTBIX|5.16|4.65|11.47|
LTBKX|4.93|4.42|11.19|
LTBRX|4.67|4.12|10.92|
LTDVX|6.53|5.22|12.79|
LTDAX|1.81|3.43|11.51|
LTDBX|1.52|3.55|11.69|
LTDCX|4.50|4.20|11.68|
LTDIX|6.44|5.22|12.78|
LTDKX|6.31|4.99|12.52|
LTDRX|6.03|4.68|12.22|
LTEVX|8.00|5.76|13.68|
LTEAX|3.10|3.91|12.35|
LTGBX|2.95|4.08|12.54|
LTECX|5.89|4.68|12.53|
LTEIX|8.11|5.77|13.68|
LTEKX|7.76|5.47|13.38|
LTERX|7.49|5.19|13.08|
LTHVX|9.53|5.99|14.32|
LTHAX|4.47|4.18|13.00|
LTHBX|4.36|4.37|13.19|
LTHCX|7.36|4.95|13.19|
LTHIX|9.49|6.02|14.34|
LTHKX|9.14|5.73|14.04|
LTIVX|11.10|6.37|14.97|
LTIAX|6.04|4.56|13.63|
LTIBX|5.94|4.76|13.84|
LTICX|8.89|5.29|13.83|
LTJIX|11.10|6.40|15.00|
LTJKX|10.81|6.12|14.67|
LTJRX|10.44|5.85|14.40|
LTJVX|12.74|6.88|15.26|
LTJAX|7.65|5.01|13.94|
LTJBX|7.56|5.17|14.11|
LTJCX|10.67|5.80|14.13|
LTKIX|12.75|6.86|15.27|
LTKKX|12.44|6.61|14.98|
LTKRX|12.20|6.33|14.67|
LTKVX|13.83|7.12|15.33|
LTKAX|8.70|5.30|13.99|
LTKBX|8.73|5.49|14.20|
LTKCX|11.67|6.05|14.18|
LTLIX|13.77|7.16|15.34|
LTLKX|13.59|6.89|15.04|
LTLRX|13.27|6.62|14.76|
LTLVX|14.61|7.41|15.46|
LTLAX|9.46|5.54|14.12|
LTLBX|9.52|5.73|14.31|
LTLCX|12.54|6.35|14.33|
LTSIX|14.66|7.45|15.51|
LTSKX|14.42|7.15|15.19|
LTSRX|14.04|6.89|14.90|
LTPVX|14.91|7.57|15.52|
LTPAX|9.72|5.69|14.19|
LTPBX|9.80|5.89|14.38|
LTPCX|12.81|6.48|14.36|
LTPIX|15.06|7.57|15.54|
LTPKX|14.68|7.32|15.26|
LTPRX|14.38|7.03|14.95|
LTQVX|15.26|7.66|15.75|
LTQAX|9.96|5.82|14.41|
LTQBX|10.06|6.02|14.59|
LTQCX|13.16|6.65|14.64|
LTQIX|15.16|7.68|15.75|
LTQKX|14.85|7.37|15.47|
LTQRX|14.71|7.16|15.18|
LTWVX|15.04|7.49|15.45|
LTWAX|9.98|5.74|14.19|
LTWBX|10.02|5.91|14.40|
LTWCX|13.00|6.50|14.37|
LTWIX|15.15|7.54|15.55|
LTWKX|14.89|7.28|15.22|
LTWRX|14.60|7.02|14.96|
ABNYX|-4.34|2.92||
ABNOX|-4.41|2.85||
ABNTX|-4.33|2.90||
ABNAX|-8.64|1.18||
ABNCX|-6.24|1.92||
ANBIX|-4.23|2.97||
ABNKX|-4.57|2.68||
ABNRX|-4.79|2.46||
AGRXX||||
ABQYX|0.78|4.11|7.99|4.74
ABQUX|-3.72|2.31|6.75|3.97
ABQBX|-3.16|2.77|6.94|3.75
ABQCX|-1.13|3.09|6.95|3.72
ABQIX|0.76|4.10|8.01|4.71
ABQKX|0.60|3.88|7.75|4.48
ABQRX|0.35|3.62|7.46|4.22
ALHYX|4.89|||
ALHAX|0.12|||
ALHCX|2.74|||
ALIHX|4.91|||
ALHKX|4.62|||
ALHRX|4.36|||
AUNYX|-2.80|3.18||
AUNOX|-2.86|3.07||
AUNTX|-2.76|3.16||
AUNAX|-5.91|1.83||
AUNCX|-4.75|2.14||
AMTYX|-6.82|-1.95||
AMTOX|-6.98|-2.15||
AMTTX|-6.80|-1.94||
AMTAX|-11.01|-3.61||
ACMTX|-8.71|-2.92||
AMTIX|-6.80|-1.91||
AMTKX|-7.01|-2.17||
AMTRX|-7.24|-2.42||
AMTZX|-7.06|-2.20||
ATTYX||||
ATTAX||||
ATCCX||||
ABYEX|-12.76|||
ABAEX|-16.78|||
ABCEX|-14.46|||
ABIEX|-12.74|||
ABKEX|-12.94|||
ABREX|-13.16|||
ADEYX|9.25|5.50||
ADEAX|4.26|3.64||
AIDCX|7.12|4.43||
ADEIX|9.28|5.46||
ADEKX|8.94|5.21||
ADERX|8.71|4.94||
ANNYX|0.70|1.47||
AANNX|-3.94|-0.30||
ANNCX|-1.34|0.44||
AINNX|0.70|1.47||
ANNKX|0.52|1.22||
ANNRX|0.13|0.93||
AMUYX|-0.59|1.98||
AMUAX|-5.12|0.11||
AMCUX|-2.62|0.95||
AMUIX|-0.54|1.98||
AMUKX|-0.88|1.71||
AMURX|-1.04|1.49||
AUUYX|20.24|||
AUUAX|14.83|||
AUUCX|18.07|||
AUUIX|20.21|||
AUUKX|19.92|||
AUURX|19.57|||
ASYLX|14.64|||
ASLAX|9.50|||
ASCLX|12.60|||
ASILX|14.75|||
ASLKX|14.37|||
ASRLX|14.07|||
QUAYX|39.34|20.18|29.27|10.72
QUASX|33.06|18.14|27.82|9.94
QUABX|33.87|18.42|27.88|9.51
QUACX|36.93|18.97|27.95|9.58
QUAIX|39.57|20.32|29.52|10.92
QUAKX|39.13|19.95|29.10|10.58
QUARX|38.68|19.55|28.68|10.27
ADAYX|2.39|||
ADADX|2.18|||
ADAEX|2.44|||
ADAAX|-2.28|||
ADACX|0.48|||
AMAIX|2.43|||
ADAKX|2.25|||
ADARX|1.87|||
ADGYX|22.48|15.16|18.41|6.52
ADGAX|16.95|13.16|17.11|5.93
ADGBX|17.88|13.94|17.78|5.97
ADGCX|20.27|14.01|17.31|5.65
ADGIX|22.60|15.20|18.59|6.77
ADGKX|22.17|14.87|18.25|6.48
ADGRX|21.91|14.58|17.94|6.20
ADGZX|22.28|14.86|18.16|6.41
ACISX||||
MISHX||||
CSHTX||||
TARRX||||
CHCLX|24.53|15.23|27.05|8.16
CHCYX|30.23|17.15|28.37|8.87
CHCBX|24.87|15.40|26.99|7.72
CHCCX|27.94|15.97|27.10|7.78
CHCIX|30.38|17.27|28.61|8.99
CHCKX|29.97|16.83|28.11|8.61
CHCRX|29.48|16.45|27.67|8.30
AUIYX|17.27|12.27|15.37|11.07
AUIAX|11.91|10.31|14.01|10.26
AUIBX|12.07|10.58|14.18|9.93
AUICX|15.10|11.13|14.19|9.95
AUIIX|17.30|12.28|15.42|11.10
AUIKX|16.89|11.92|15.06|10.80
AUIRX|16.52|11.59|14.72|10.48
AUIZX|17.02|11.97|15.03|10.76
AEAXX||||
AEBXX||||
AECXX||||
AIEXX||||
AEKXX||||
AREXX||||
ANAYX|0.07|3.81|8.89|6.32
ANAGX|-4.34|2.05|7.66|5.68
ANABX|-3.85|2.48|7.80|5.39
ANACX|-1.89|2.77|7.79|5.37
ANAIX|0.13|3.85|8.93|6.35
ANAKX|-0.23|3.54|8.63|6.17
ANARX|-0.55|3.18|8.27|5.88
ANAZX|-0.11|3.54|8.59|6.14
ARSYX|1.30|7.54|18.38|7.03
AREAX|-3.30|5.67|17.00|6.22
AREBX|-3.71|5.78|17.06|5.84
ARECX|-0.72|6.44|17.15|5.91
AEEIX|1.44|7.63|18.54|7.08
ARRKX|1.02|7.28|18.16|6.76
ARRRX|0.75|6.97|17.78|6.46
CBSYX|-0.51|6.41|11.10|4.49
CABNX|-4.98|4.58|9.82|3.74
CABBX|-5.36|4.70|9.96|3.42
CBACX|-2.49|5.33|9.97|3.44
CABIX|-0.34|6.58|11.30|4.56
CBSKX|-0.77|6.09|10.80|4.20
CBSRX|-1.09|5.77|10.47|3.90
ATEYX|14.79|1.15|15.43|3.81
ALTFX|9.57|-0.60|14.09|3.05
ATEBX|9.56|-0.63|14.17|2.67
ATECX|12.61|0.11|14.25|2.74
AGTIX|15.06|1.46|15.79|4.06
ATEKX|14.71|1.08|15.38|3.76
ATERX|14.32|0.77|15.02|3.44
CBBYX|22.08|16.19|18.22|6.36
CABDX|16.64|14.12|16.94|5.62
CBBDX|16.85|14.43|16.92|5.23
CBBCX|19.83|14.98|17.08|5.30
CBBIX|22.23|16.33|18.46|6.46
CBBKX|21.69|15.86|18.02|6.16
CBBRX|21.35|15.52|17.68|5.81
CBBZX|21.83|15.79|17.96|6.08
AGDYX|6.01|8.87|19.18|10.38
AGDAX|1.10|6.95|17.77|9.68
AGDBX|1.88|7.45|17.91|9.31
AGDCX|3.94|7.70|17.86|9.29
AGDIX|6.12|8.98|19.25|10.40
AGDKX|5.75|8.62|18.88|10.20
AGDRX|5.35|8.23|18.50|9.91
AGDZX|5.71|8.55|18.82|10.17
ARIIX|1.12|8.12|18.88|7.59
AWPYX|3.41|1.73|12.62|5.98
AWPAX|-1.29|-0.04|11.32|5.20
AWPBX|-1.64|0.00|11.43|4.86
AWPCX|1.38|0.71|11.48|4.90
AWPIX|3.61|1.91|12.82|6.07
AWPKX|3.19|1.49|12.36|5.69
AWPRX|2.85|1.19|12.02|5.41
APGYX|26.38|13.75|20.46|8.65
APGAX|20.69|11.88|19.18|7.90
APGBX|21.04|12.00|19.16|7.49
APGCX|24.06|12.59|19.22|7.54
ALLIX|26.48|13.92|20.68|8.88
ALCKX|26.07|13.53|20.28|8.52
ABPRX|25.71|13.20|19.91|8.20
AAZAX|-5.26|3.94|4.49|3.76
AAZBX|-5.93|3.98|4.39|3.36
AAZCX|-4.04|4.28|4.39|3.36
AMAAX|-5.53|4.29|4.44|3.96
AMABX|-6.11|4.33|4.36|3.56
AMACX|-4.22|4.60|4.36|3.56
AMIAX|-7.39|1.58|3.11|3.08
AMIBX|-7.94|1.58|3.02|2.68
AMICX|-6.12|1.88|3.01|2.68
AMNAX|-4.41|3.85|3.93|3.49
AMNBX|-5.00|3.87|3.84|3.08
AMNCX|-3.10|4.17|3.83|3.07
ANJAX|-5.41|3.93|5.01|3.55
ANJBX|-5.98|3.96|4.92|3.14
ANJCX|-4.10|4.26|4.89|3.13
AOHAX|-7.27|2.36|3.65|3.28
AOHBX|-7.75|2.38|3.57|2.88
AOHCX|-5.90|2.68|3.59|2.87
APAAX|-5.35|3.69|4.91|3.45
APABX|-5.92|3.71|4.82|3.05
APACX|-4.04|4.02|4.79|3.05
AVAAX|-6.14|3.88|4.73|3.85
AVABX|-6.73|3.92|4.64|3.45
AVACX|-4.86|4.22|4.64|3.46
ALCVX|-1.45|6.29|6.14|4.47
ALCAX|-4.72|4.89|5.20|3.98
ALCBX|-5.21|4.93|5.11|3.59
ACACX|-3.40|5.20|5.09|3.57
ABTYX|-5.42|8.85||
ABTHX|-8.52|7.46||
ABTFX|-7.28|7.76||
ALTVX|-2.48|6.06|6.78|4.32
ALTHX|-5.69|4.67|5.82|3.84
ALTBX|-6.36|4.68|5.72|3.43
ALNCX|-4.39|5.01|5.71|3.42
ALNVX|-2.98|4.74|5.08|4.08
ALNYX|-6.09|3.37|4.13|3.60
ALNBX|-6.76|3.36|4.02|3.19
ANYCX|-4.89|3.66|4.01|3.19
ABWYX|9.03|6.10|13.47|5.64
ABWAX|4.09|4.24|12.12|4.86
ABWBX|3.97|4.41|12.29|4.57
ABWCX|6.98|5.03|12.33|4.58
ABWIX|9.15|6.11|13.47|5.59
ABWKX|8.72|5.74|13.07|5.28
ABWRX|8.36|5.40|12.73|4.97
ABPYX|4.42|4.05|8.78|4.50
ABPAX|-0.27|2.24|7.53|3.74
ABPBX|-0.61|2.35|7.68|3.45
ABPCX|2.40|3.00|7.69|3.47
APWIX|4.42|4.03|8.75|4.44
APWKX|4.16|3.72|8.40|4.16
APPRX|3.76|3.35|8.07|3.84
AGRYX|24.59|13.41|19.37|6.07
AGRFX|18.91|11.44|17.98|5.29
AGBBX|19.23|11.64|18.07|4.92
AGRCX|22.34|12.26|18.15|4.99
AGFIX|24.75|13.60|19.62|6.16
AGFKX|24.37|13.25|19.25|5.86
AGFRX|23.97|12.88|18.87|5.58
AGIYX|6.25|5.26|8.76|4.26
AGIAX|1.44|3.45|7.51|3.50
AGIBX|1.20|3.60|7.67|3.22
AGICX|4.17|4.22|7.67|3.23
ACIYX|3.69|3.67|6.04|3.35
ACIAX|-1.05|1.86|4.81|2.59
ACIBX|-1.35|2.00|4.99|2.32
ACICX|1.65|2.63|5.00|2.32
ATWYX|16.14|7.61|14.79|4.66
ATWAX|10.85|5.74|13.48|3.90
ATWBX|10.94|5.92|13.62|3.60
ATWCX|13.95|6.55|13.66|3.62
AWAYX|14.08|6.81|15.50|5.16
AWAAX|8.93|4.96|14.15|4.40
AWABX|8.93|5.12|14.29|4.08
AWACX|11.94|5.72|14.32|4.10
AWAIX|14.06|6.81|15.49|5.13
AWAKX|13.62|6.43|15.10|4.83
AWARX|13.34|6.13|14.75|4.50
ABYSX|23.33|12.50|24.18|9.67
ABASX|17.77|10.55|22.72|8.88
ABBSX|18.88|11.52|23.65|9.00
ABCSX|21.11|11.37|22.93|8.58
ABSIX|23.32|12.51|24.20|9.64
ABSKX|22.93|12.17|23.84|9.38
ABSRX|22.57|11.84|23.50|9.14
ABSZX|23.18|12.22|23.83|9.37
ABGYX|18.42|5.20|14.66|3.68
ABAGX|12.92|3.39|13.34|2.92
ABBGX|13.17|3.44|13.41|2.57
ABCGX|16.24|4.17|13.54|2.63
AGVIX|18.50|5.30|14.80|3.71
ABGKX|18.08|4.89|14.34|3.35
ABGRX|17.72|4.60|14.05|3.10
ABIYX|11.91|1.15|11.48|3.67
ABIAX|6.80|-0.59|10.19|2.91
ABIBX|6.72|-0.52|10.30|2.59
ABICX|9.70|0.10|10.33|2.61
AIVIX|12.10|1.38|11.71|3.76
AIVKX|11.61|0.97|11.27|3.43
AIVRX|11.29|0.63|10.92|3.12
ABVYX|22.32|12.21|16.98|4.33
ABVAX|16.68|10.25|15.59|3.57
ABVBX|17.76|11.21|16.51|3.82
ABVCX|19.97|11.06|15.77|3.26
ABVIX|22.28|12.28|17.07|4.34
ABVKX|21.70|11.80|16.59|4.03
ABVRX|21.44|11.47|16.25|3.70
AGSIX|0.83|4.26|7.73|4.31
AGSAX|-3.74|2.50|6.50|3.57
AGSBX|-4.09|2.72|6.76|3.31
AGCCX|-0.99|3.39|6.76|3.32
AGLIX|0.99|4.37|7.82|4.33
AGSKX|0.63|4.07|7.53|4.09
AGSRX|0.32|3.82|7.26|3.80
AZFAX|16.98|||
AZFCX|21.85|||
AZFDX|23.81|||
AZFPX|24.10|||
AZFIX|24.21|||
AGERX||||
ALQAX|-6.80|-3.23||
ALQCX|-3.10|-2.14||
ALQDX|-1.44|-1.40||
ALQPX|-1.12|-1.15||
ALQIX|-1.09|-1.08||
ANNAX|20.36|10.29|18.19|9.32
ANZAX|13.66|8.16|16.81|8.68
ANZCX|18.42|9.41|17.28|8.49
ANZDX|20.23|10.18|18.12|9.29
ANCMX|20.58|10.45|18.39|9.55
ANZRX|19.66|9.83|17.77|8.99
ANNPX|20.66|10.57|18.49|9.59
ARDAX|7.78|6.37|16.28|
ARDCX|12.14|7.58|16.72|
ARDDX|14.03|8.38|17.60|
ARDPX|14.18|8.56|17.84|
ARDIX|14.32|8.67|17.95|
ADYAX|-20.33|||
ADYCX|-17.18|||
ADYDX|-15.72|||
ADYPX|-15.62|||
ADYNX|-15.53|||
AGAMX|6.07|5.27|12.57|5.68
PALAX|0.31|3.33|11.30|5.08
PALBX|0.36|3.60|11.48|4.90
PALCX|4.46|4.53|11.74|4.90
AGADX|6.16|5.27|12.54|5.67
AGAPX|6.39|5.49|12.77|5.78
AGARX|6.00|5.07|12.30|5.42
PALLX|6.48|5.59|12.92|6.14
AZDAX||||
AZDCX||||
AZDDX||||
AZDPX||||
AZDIX||||
AGFAX|8.44|5.85||
ASGAX|2.43|3.82||
ASACX|6.64|5.03||
AGSDX|8.43|5.81||
AGSPX|8.61|6.01||
ASFRX|8.17|5.56||
AGAIX|8.68|6.10||
AVYAX|-0.59|||
AVYCX|3.47|||
AVYDX|5.25|||
AVYPX|5.51|||
AVYIX|5.61|||
AWTAX|6.61|8.48|14.96|
AWTCX|10.95|9.72|15.38|
AWTDX|12.76|10.50|16.24|
AWTPX|13.11|10.77|16.52|
AWTIX|13.14|10.89|16.62|
AYBVX|6.82|8.01|15.12|7.83
AYBAX|2.82|6.60|14.20|7.39
AYBCX|4.91|7.15|14.23|7.01
AYBDX|6.73|7.92|15.06|7.80
AYBPX|6.96|8.17|15.32|8.06
AYBRX|6.51|7.71|14.79|7.54
AYBIX|7.04|8.32|15.46|8.12
ALOVX|23.24|8.43|20.27|10.99
AOPAX|16.46|6.47|18.96|10.38
AOPCX|21.32|7.68|19.41|10.18
ALODX|23.26|8.47|20.30|11.00
ALOPX|23.42|8.69|20.57|11.27
ALORX|22.95|8.23|20.01|10.73
ALOIX|23.55|8.81|20.72|11.41
